date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:00:46	11339/11339	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20May%202024%2017:59:59%20GMT	https://baseddoge.meme/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min2916.css?ver=3.13.1	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min29162916.css	(from https://baseddoge.meme/)
12:00:46	41605/41605	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20May%202024%2017:59:59%20GMT	https://baseddoge.meme/wp-content/uploads/elementor/css/global7b28.css?ver=1710957627	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/uploads/elementor/css/global7b287b28.css	(from https://baseddoge.meme/)
12:00:46	55852/55852	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Dec%202024%2011:45:35%20GMT	https://baseddoge.meme/wp-content/uploads/elementor/css/post-2f292.css?ver=1710969210	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/uploads/elementor/css/post-2f292f292.css	(from https://baseddoge.meme/)
12:00:47	1202/1202	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20May%202024%2017:59:59%20GMT	https://baseddoge.meme/wp-content/uploads/elementor/css/post-10147b28.css?ver=1710957627	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/uploads/elementor/css/post-10147b287b28.css	(from https://baseddoge.meme/)
12:00:47	5534/5534	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20May%202024%2017:59:59%20GMT	https://baseddoge.meme/wp-content/themes/blank-canvas/style84fc.css?ver=6.4.3	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/themes/blank-canvas/style84fc84fc.css	(from https://baseddoge.meme/)
12:00:47	58071/58071	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css?ver=5.15.3	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d552d5.css	(from https://baseddoge.meme/)
12:00:48	673/673	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css?ver=5.15.3	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d552d5.css	(from https://baseddoge.meme/)
12:00:48	679/679	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css?ver=5.15.3	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d552d5.css	(from https://baseddoge.meme/)
12:00:48	228877/228877	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-json/index.html	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-json/index.html	(from https://baseddoge.meme/)
12:00:49	60122/60122	---M--	200	added ('OK')	application/json	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-json/wp/v2/pages/2.json	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-json/wp/v2/pages/2.json	(from https://baseddoge.meme/)
12:00:49	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2017:00:50%20GMT	https://baseddoge.meme/xmlrpc0db0.php?rsd	D:/baseddoge/BASEDDOGE/baseddoge.meme/xmlrpc0db00db0.php	(from https://baseddoge.meme/)
12:00:49	88355/88355	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2011:57:29%20GMT	https://baseddoge.meme/index.html	D:/baseddoge/BASEDDOGE/baseddoge.meme/index-2.html	(from https://baseddoge.meme/)
12:00:50	2205/2205	---M--	200	added ('OK')	application/json	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-json/oembed/1.0/embed8cbe.json?url=https%3A%2F%2Fkonni.vip%2F	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-json/oembed/1.0/embed8cbea031.json	(from https://baseddoge.meme/)
12:00:50	2398/2398	---M--	200	added ('OK')	text/html	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-json/oembed/1.0/embed9da0?url=https%3A%2F%2Fkonni.vip%2F&format=xml	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-json/oembed/1.0/embed9da0595f.html	(from https://baseddoge.meme/)
12:00:51	26596/26596	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20May%202024%2017:59:59%20GMT	https://baseddoge.meme/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from https://baseddoge.meme/)
12:00:51	274800/274800	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Dec%202024%2011:36:18%20GMT	https://baseddoge.meme/logo.png	D:/baseddoge/BASEDDOGE/baseddoge.meme/logo.png	(from https://baseddoge.meme/)
12:00:51	55763/55763	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css	(from https://baseddoge.meme/)
12:00:51	26625/26625	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-v4-shims.css	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-v4-shims.css	(from https://baseddoge.meme/)
12:00:52	57948/57948	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Dec%202024%2011:46:30%20GMT	https://baseddoge.meme/about.jpg	D:/baseddoge/BASEDDOGE/baseddoge.meme/about.jpg	(from https://baseddoge.meme/)
12:00:53	66056/66056	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Dec%202024%2011:52:05%20GMT	https://baseddoge.meme/elon.jpg	D:/baseddoge/BASEDDOGE/baseddoge.meme/elon.jpg	(from https://baseddoge.meme/)
12:00:54	18468/18468	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/animations/animations.min7329.css?ver=3.20.2	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/animations/animations.min73297329.css	(from https://baseddoge.meme/)
12:00:54	87553/87553	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-includes/js/jquery/jquery.minf43b.js?ver=3.7.1	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-includes/js/jquery/jquery.minf43bf43b.js	(from https://baseddoge.meme/)
12:00:55	13577/13577	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-includes/js/jquery/jquery-migrate.min5589.js?ver=3.4.1	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-includes/js/jquery/jquery-migrate.min55895589.js	(from https://baseddoge.meme/)
12:00:55	3536844/3536844	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Dec%202024%2011:51:21%20GMT	https://baseddoge.meme/flag.gif	D:/baseddoge/BASEDDOGE/baseddoge.meme/flag.gif	(from https://baseddoge.meme/)
12:00:55	25202/25202	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:59%20GMT	https://baseddoge.meme/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js?ver=1.0.1	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269f269.js	(from https://baseddoge.meme/)
12:00:55	5485/5485	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:59%20GMT	https://baseddoge.meme/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min2916.js?ver=3.13.1	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min29162916.js	(from https://baseddoge.meme/)
12:00:56	4997/4997	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/js/webpack.runtime.min7329.js?ver=3.20.2	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/js/webpack.runtime.min73297329.js	(from https://baseddoge.meme/)
12:00:56	60168/60168	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/js/frontend-modules.min7329.js?ver=3.20.2	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/js/frontend-modules.min73297329.js	(from https://baseddoge.meme/)
12:00:57	8171/8171	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js?ver=3.1.2	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-includes/js/dist/vendor/wp-polyfill-inert.min02260226.js	(from https://baseddoge.meme/)
12:00:57	6625/6625	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js?ver=0.14.0	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-includes/js/dist/vendor/regenerator-runtime.min6c856c85.js	(from https://baseddoge.meme/)
12:00:58	115127/115127	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js?ver=3.15.0	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-includes/js/dist/vendor/wp-polyfill.min2c7c2c7c.js	(from https://baseddoge.meme/)
12:00:59	4627/4627	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-includes/js/dist/hooks.min2ebd.js?ver=c6aec9a8d4e5a5d543a1	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-includes/js/dist/hooks.min2ebd2ebd.js	(from https://baseddoge.meme/)
12:00:59	9445/9445	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-includes/js/dist/i18n.minf92f.js?ver=7701b0c3857f914212ef	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-includes/js/dist/i18n.minf92ff92f.js	(from https://baseddoge.meme/)
12:01:00	24380/24380	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:59%20GMT	https://baseddoge.meme/wp-content/plugins/elementor-pro/assets/js/frontend.min2916.js?ver=3.13.1	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor-pro/assets/js/frontend.min29162916.js	(from https://baseddoge.meme/)
12:01:01	12198/12198	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js?ver=4.0.2	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da05da.js	(from https://baseddoge.meme/)
12:01:01	21438/21438	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-includes/js/jquery/ui/core.min3f14.js?ver=1.13.2	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-includes/js/jquery/ui/core.min3f143f14.js	(from https://baseddoge.meme/)
12:01:02	40306/40306	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/js/frontend.min7329.js?ver=3.20.2	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/js/frontend.min73297329.js	(from https://baseddoge.meme/)
12:01:02	29635/29635	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:59%20GMT	https://baseddoge.meme/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min2916.js?ver=3.13.1	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min29162916.js	(from https://baseddoge.meme/)
12:01:02	3721/3721	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2017:59:59%20GMT	https://baseddoge.meme/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min2916.js?ver=3.13.1	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min29162916.js	(from https://baseddoge.meme/)
12:01:03	210503/210503	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Dec%202024%2011:50:15%20GMT	https://baseddoge.meme/wp-content/uploads/ac_assets/clouds/1.png	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/uploads/ac_assets/clouds/1.png	(from https://baseddoge.meme/)
12:01:04	210503/210503	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Dec%202024%2011:50:23%20GMT	https://baseddoge.meme/wp-content/uploads/ac_assets/clouds/2.png	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/uploads/ac_assets/clouds/2.png	(from https://baseddoge.meme/)
12:01:04	210503/210503	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Dec%202024%2011:50:31%20GMT	https://baseddoge.meme/wp-content/uploads/ac_assets/clouds/3.png	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/uploads/ac_assets/clouds/3.png	(from https://baseddoge.meme/)
12:01:05	210503/210503	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Dec%202024%2011:50:41%20GMT	https://baseddoge.meme/wp-content/uploads/ac_assets/clouds/4.png	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/uploads/ac_assets/clouds/4.png	(from https://baseddoge.meme/)
12:01:05	218588/218588	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.eot?5.29.0	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons80168016.eot	(from https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mind54b.css?ver=5.29.0)
12:01:06	96924/96924	---M--	200	added ('OK')	font/woff2	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.woff2?5.29.0	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons80168016.woff2	(from https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mind54b.css?ver=5.29.0)
12:01:07	118748/118748	---M--	200	added ('OK')	font/woff	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.woff?5.29.0	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons80168016.woff	(from https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mind54b.css?ver=5.29.0)
12:01:08	218428/218428	---M--	200	added ('OK')	font/ttf	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.ttf?5.29.0	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons80168016.ttf	(from https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mind54b.css?ver=5.29.0)
12:01:08	330200/330200	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.svg?5.29.0	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons80168016.svg	(from https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mind54b.css?ver=5.29.0)
12:01:09	83800/83800	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20May%202024%2017:59:59%20GMT	https://baseddoge.meme/wp-content/uploads/2021/08/Kabob-Regular.html	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/uploads/2021/08/Kabob-Regular.html	(from https://baseddoge.meme/wp-content/uploads/elementor/css/post-9606d.css?ver=1710957256)
12:01:09	83800/83800	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20May%202024%2017:59:59%20GMT	https://baseddoge.meme/wp-content/uploads/2021/08/Kabob-Bold.html	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/uploads/2021/08/Kabob-Bold.html	(from https://baseddoge.meme/wp-content/uploads/elementor/css/post-9606d.css?ver=1710957256)
12:01:10	83800/83800	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20May%202024%2017:59:59%20GMT	https://baseddoge.meme/wp-content/uploads/2021/08/KabobExtrabold-Regular.html	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/uploads/2021/08/KabobExtrabold-Regular.html	(from https://baseddoge.meme/wp-content/uploads/elementor/css/post-9606d.css?ver=1710957256)
12:01:10	37075/37075	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Dec%202024%2011:44:28%20GMT	https://baseddoge.meme/wp-content/uploads/2023/05/7201549-scaled-e1684608040760.jpg	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/uploads/2023/05/7201549-scaled-e1684608040760.jpg	(from https://baseddoge.meme/wp-content/uploads/elementor/css/post-2f292.css?ver=1710969210)
12:01:11	12305/12305	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Dec%202024%2011:44:07%20GMT	https://baseddoge.meme/wp-content/uploads/2023/05/background-1-e16850062636491.png	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/uploads/2023/05/background-1-e16850062636491.png	(from https://baseddoge.meme/wp-content/uploads/elementor/css/post-2f292.css?ver=1710969210)
12:01:11	261952/261952	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Dec%202024%2011:42:45%20GMT	https://baseddoge.meme/wp-content/uploads/2023/05/background-e16850062117891.png	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/uploads/2023/05/background-e16850062117891.png	(from https://baseddoge.meme/wp-content/uploads/elementor/css/post-2f292.css?ver=1710969210)
12:01:11	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2017:01:12%20GMT	https://baseddoge.meme/wp-content/uploads/2023/05/background-e1685006211789.png	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/uploads/2023/05/background-e1685006211789.png	(from https://baseddoge.meme/wp-content/uploads/elementor/css/post-10147b28.css?ver=1710957627)
12:01:11	716/716	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20May%202024%2017:59:59%20GMT	https://baseddoge.meme/wp-content/themes/blank-canvas/variables.css	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/themes/blank-canvas/variables.css	(from https://baseddoge.meme/wp-content/themes/blank-canvas/style84fc.css?ver=6.4.3)
12:01:12	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css?ver=5.15.3)
12:01:13	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot?	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41dd41d.eot	(from https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css?ver=5.15.3)
12:01:13	78196/78196	---M--	200	added ('OK')	font/woff2	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css?ver=5.15.3)
12:01:14	101652/101652	---M--	200	added ('OK')	font/woff	date:Fri,%2010%20May%202024%2017:59:58%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css?ver=5.15.3)
12:01:14	202744/202744	---M--	200	added ('OK')	font/ttf	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css?ver=5.15.3)
12:01:15	151556/151556	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2010%20May%202024%2017:59:57%20GMT	https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	D:/baseddoge/BASEDDOGE/baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://baseddoge.meme/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css?ver=5.15.3)
